,trial_id,protocol_or_trial_id,trial_title,therapeutic_area,disease,sponsor,sponsor_type,primary_endpoint,secondary_endpoint,contains_nct,nct_number,drug_id
2645,300461,"jRCTs041180074, TrialTroveID-300461, UMIN000025659","A Multicenter, Single-arm, Phase II Study of Ramucirumab Plus FOLFIRI with 150 mg/m^2 Irinotecan, Standard Nippon Dose, as the Second-line Treatment for Japanese Patients with Metastatic Colorectal Cancer",Oncology,Oncology: Colorectal,"Eli Lilly, (Other Hospital/Academic/Medical Center)","Industry, Top 20 Pharma, Academic",Progression-free survival,"Adverse Events, Overall response rate, Overall survival, Time to treatment failure",False,,40407
2646,298604,"jRCTs041180166, TrialTroveID-298604, UMIN000026527, WJOG9216G",Randomized Phase II Study Of FOLFIRI Plus Ramucirumab Versus  FOLFOXIRI Plus Ramucirumab As First-Line Treatment In Patients  With Metastatic Colorectal Cancer(WJOG9216G),Oncology,Oncology: Colorectal,"Eli Lilly, West Japan Thoracic Oncology Group","Industry, Top 20 Pharma, Cooperative Group",Overall response rate,"Overall survival, Progression-free survival, Resection rate, Safety and Tolerability",False,,40407
2647,295999,"TrialTroveID-295999, UMIN000025947","Phase I/II multicenter trial of paclitaxel, ramucirumab and nivolumab for metastatic gastric cancer patients who progressed on chemotherapy with fluoropyrimidine plus platinum",Oncology,Oncology: Esophageal; Oncology: Gastric,"Ono Pharmaceutical, (Other Hospital/Academic/Medical Center)","Industry, all other pharma, Academic","Dose-limiting toxicities, Progression-free survival","Clinical benefit rate, Overall response rate, Overall survival, Progression-free survival, Safety and Tolerability",False,,40407
2648,295672,TrialTroveID-295672,Plasma Biomarker Analysis of Ramucirumab in Japanese Patients with Advanced Gastric Cancer,Oncology,Oncology: Gastric,(Other Academic Cancer Center),Academic,Progression-free survival,,False,,40407
2649,293606,"10017760, 10066, 17450, 18-708, 2000021407, NCI 10066, NCI-2016-02049, NCT03008278, PHII-162, TrialTroveID-293606",A Phase I/II Study of Olaparib in Combination With Ramucirumab in Metastatic Gastric and Gastroesophageal Junction Adenocarcinoma (10017760),Oncology,Oncology: Esophageal; Oncology: Gastric,National Institutes of Health/National Cancer Institute,Government,"Adverse Events, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Maximum tolerated dose, Overall response rate, Partial response, Response evaluation criteria in solid tumors","Adverse Events, Circulating Tumor Cells, Common Terminology Criteria for Adverse Events, Complete response, Duration of overall response, Overall survival, Progression-free survival, Stable Disease",True,NCT03008278,40407
2650,292960,"NCCH-1611, NCT02999295, NivoRam, TrialTroveID-292960, UMIN000025560","A Multicenter, Phase I/II Study of Ramucirumab Plus Nivolumab as Second-line Therapy in Participants With Gastric or GEJ Cancer",Oncology,Oncology: Esophageal; Oncology: Gastric,"(Other Industry Sponsor), Ono Pharmaceutical, (Other Hospital/Academic/Medical Center), National Cancer Center Hospital East {National Cancer Center Hospital - Tokyo, Japan}","Industry, all other pharma, Industry, all other pharma, Academic, Academic","Dose-limiting toxicities, Overall survival, Progression-free survival","Adverse Events, Circulating Tumor Cells, Clinical benefit rate, Complete response, Disease Progression, Duration of overall response, Immune Response, Overall response rate, Overall survival, Partial response, Progression-free survival, Stable Disease",True,NCT02999295,40407
2651,292193,"TrialTroveID-292193, UMIN000023515",A Combination Therapy Of Ramucirumab And Paclitaxel As Second-Line Treatment For Elderly Gastric Cancer Patients: A Exploratory Phase II Research,Oncology,Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,,"Overall response rate, Overall survival, Progression-free survival, Response rate",False,,40407
2652,291430,"jRCTs071180048, RAMNITA, TrialTroveID-291430, UMIN000024551",Phase II Study Of The Efficacy And Safety Of Ramucirumab Plus Docetaxel For Recurrent NSCLC Patients With Brain Metastasis,Oncology,"Oncology: Lung, Non-Small Cell; Oncology: Metastatic Cancer","Eli Lilly, (Other Hospital/Academic/Medical Center)","Industry, Top 20 Pharma, Academic",Progression-free survival,"Clinical benefit rate, Overall response rate, Overall survival, Progression-free survival, Safety and Tolerability",False,,40407
2653,290715,"AIO-STO-0415, EudraCT Number: 2015-005171-24, NCT03081143, RAMIRIS, TrialTroveID-290715","Ramucirumab plus Irinotecan / Leucovorin / 5-FU versus Ramucirumab plus Paclitaxel in patients with advanced or metastatic adenocarcinoma of the stomach or gastroesophageal junction, who failed one prior line of palliative chemotherapy - The Phase II/III RAMIRIS Study.",Oncology,Oncology: Esophageal; Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,"Clinical benefit rate, Overall response rate, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors","Adverse Events, Clinical benefit rate, Disease Progression, EORTC Quality of Life Questionnaire, Overall response rate, Overall survival, Partial response, Progression-free survival, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Stable Disease, Tumor control rate",True,NCT03081143,40407
2654,290020,"RAMoss, TrialTroveID-290020",Safety and efficacy profile of ramucirumab alone or combined with paclitaxel in metastatic gastric cancer (MGC): A real-life overview of compassionate-use named patients (pts) (RAMoss study),Oncology,Oncology: Gastric,"Istituto Nazionale per lo Studio e la Cura dei Tumori (National Cancer Institute, Naples, Italy), (Other Hospital/Academic/Medical Center)","Academic, Academic",Safety and Tolerability,"Overall response rate, Overall survival, Progression-free survival",False,,40407
2655,288665,"ARMANI, EudraCT Number: 2016-001783-12, INT 103-16, NCT02934464, TrialTroveID-288665",Assessment of Ramucirumab Plus Paclitaxel as Switch MANteInance Versus Continuation of First-line Chemotherapy in Patients With Advanced HER-2 Negative Gastric or Gastroesophageal Junction Cancers: the ARMANI Phase III Trial,Oncology,Oncology: Esophageal; Oncology: Gastric,"Istituto Nazionale per lo Studio e la Cura dei Tumori (National Cancer Institute, Naples, Italy)",Academic,"Disease Progression, Progression-free survival","Adverse Events, Common Terminology Criteria for Adverse Events, Disease Progression, Duration of overall response, EORTC Quality of Life Questionnaire, EQ-5D, Overall response rate - duration, Overall response rate, Overall survival, Partial response, Progression-free survival, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Time to treatment failure",True,NCT02934464,40407
2656,286373,"15244, 2017-CT0392, CTR20160574, I4T-CR-JVCR, I4T-CR-JVCR 32795, NCI-2016-00243, NCT02898077, NMRR-16-2205-32795, PHRR170523-001547, RAINBOW-ASIA, TrialTroveID-286373","A Randomized, Multicenter, Double-Blind, Placebo-Controlled, Phase III Study of Weekly Paclitaxel With or Without Ramucirumab (IMC-1121B) in Patients With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma, Refractory to or Progressive After First-Line Therapy With Platinum and Fluoropyrimidine.",Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma",Overall survival,"Complete response, Disease Progression, EORTC Quality of Life Questionnaire, EQ-5D-3L, Overall response rate - duration, Overall response rate, Partial response, Progression-free survival, Quality of Life, Safety and Tolerability, Time to progression",True,NCT02898077,40407
2657,283371,"TrialTroveID-283371, UMIN000023277",Phase Ib Study Of FOLFOXIRI Plus Ramucirumab As First-Line Treatment In Patients With Metastatic Colorectal Cancer,Oncology,Oncology: Colorectal,"(Other Hospital/Academic/Medical Center), Shizuoka Cancer Center","Academic, Academic",Dose-limiting toxicities,"Overall response rate, Overall survival, Progression-free survival, Safety and Tolerability, Time to treatment failure",False,,40407
2658,283231,"TrialTroveID-283231, UMIN000022956",A Phase II study of Ramucirumab Beyond Disease Progression in Combination with Irinotecan After Failure of Weekly Paclitaxel Plus Ramucirumab in Advanced Gastric Cancer Patients Previously Treated with Fluoropyrimidine and Platinum,Oncology,Oncology: Esophageal; Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,Progression-free survival,"Overall response rate, Overall survival, Quality of Life, Response rate, Safety and Tolerability",False,,40407
2659,283152,"JCOG1603INT, jRCTs051180187, RINDBeRG trial, TrialTroveID-283152, UMIN000023065",A Phase III Trial of Ramucirumab plus Irinotecan in Third or More Line Beyond Progression after Ramucirumab for Advanced Gastric Cancer,Oncology,Oncology: Esophageal; Oncology: Gastric,"Eli Lilly, Osaka Gastrointestinal Cancer Chemotherapy Study Group","Industry, Top 20 Pharma, Cooperative Group",Overall survival,"Adverse Events, Clinical benefit rate, Overall response rate, Progression-free survival, Response rate, Time to treatment failure",False,,40407
2660,282986,"TrialTroveID-282986, UMIN000022221",Feasibility Study for 2nd Line Combination Chemotherapy of Nab-paclitaxel with Ramucirumab for Inoperable Advanced Recurrent Gastric Cancer.,Oncology,Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,,"Adverse Events, Clinical benefit rate, Overall response rate, Overall survival, Response rate",False,,40407
2661,282315,"16404, EudraCT Number: 2016-001317-25, I4T-MC-JVDN, NCT02831491, TrialTroveID-282315","A Single-Arm, Phase II Study of Ramucirumab in Combination With Weekly Docetaxel in Patients With Stage IV Non-Small Cell Lung Cancer Following Disease Progression After Prior Platinum-Based Chemotherapy",Oncology,"Oncology: Lung, Non-Small Cell",Eli Lilly,"Industry, Top 20 Pharma","Neutropenia, Safety and Tolerability","Cmin, Neutropenia, Overall response rate, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Treatment Emergent Adverse Events",True,NCT02831491,40407
2662,280319,"16-072, NCI-2016-00941, NCT02795858, TrialTroveID-280319","A Phase II Study of Ramucirumab With Somatostatin Analog Therapy in Patients With Advanced, Progressive Carcinoid Tumors",Oncology,Oncology: Neuroendocrine,"Eli Lilly, Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute","Industry, Top 20 Pharma, Academic",Progression-free survival,"Adverse Events, Overall response rate, Overall survival, Response rate, Safety and Tolerability, Safety and Tolerability",True,NCT02795858,40407
2663,280208,"Ramuciru-AC, TrialTroveID-280208, UMIN000021330",The Efficiency of Ramucirumab Therapy for Advanced Gastric Cancer after Chemotherapy,Oncology,Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,"Overall response rate, Overall survival, Progression-free survival, Response rate",,False,,40407
2664,280010,"16357, 16-876, EudraCT Number: 2015-005296-25, I4T-MC-JVDL, JVDL, NCI-2017-01259, NCT02789345, TrialTroveID-280010","An Open-Label, Multicenter, Phase I Study With Expansion Cohorts of Ramucirumab or Necitumumab in Combination With Osimertinib in Patients With Advanced T790M-Positive EGFR-Mutant Non-Small Cell Lung Cancer After Progression on First-Line EGFR TKI Therapy",Oncology,"Oncology: Lung, Non-Small Cell","AstraZeneca, Eli Lilly","Industry, Top 20 Pharma, Industry, Top 20 Pharma","Dose-limiting toxicities, Safety and Tolerability, Safety and Tolerability","Clinical benefit rate, Cmin, Complete response, Disease Progression, Duration of overall response, Overall response rate, Overall survival, Partial response, Progression-free survival, Stable Disease",True,NCT02789345,40407
2665,279942,"TrialTroveID-279942, UMIN000021949",A Phase I Trial of Biweekly Nab-Paclitaxel Plus Ramucirumab in Patients with Previously Treated Advanced Gastric Cancer,Oncology,Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,Maximum tolerated dose,"Adverse Events, Clinical benefit rate, Overall response rate, Safety and Tolerability",False,,40407
2666,278522,"jRCTs021180016, T-CORE1501, TrialTroveID-278522, UMIN000021728",Phase II study of ramucirumab plus paclitaxel therapy for elderly patients with non-resectable or metastatic gastric cancer (T-CORE1501),Oncology,Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,Progression-free survival,"Adverse Events, Clinical benefit rate, Overall response rate, Overall survival, Safety and Tolerability, Time to treatment failure",False,,40407
2667,277117,"16165, 2016-0473, EudraCT Number: 2015-004381-28, I4T-MC-JVDK, IRAS ID: 206123, JVDK, NCI-2017-00003, NCT02745769, TrialTroveID-277117","An Open-Label, Phase Ia/Ib Study of Ramucirumab in Combination With Other Targeted Agents in Advanced Cancers",Oncology,"Oncology: Colorectal; Oncology: Lymphoma, Non-Hodgkin's",Eli Lilly,"Industry, Top 20 Pharma","Dose-limiting toxicities, Safety and Tolerability, Safety and Tolerability","Cmin, Complete response, Immune Response, Overall response rate, Partial response, Progression-free survival",True,NCT02745769,40407
2668,276202,"15-169, NCI-2016-01641, NCT02730247, TrialTroveID-276202, UPCI 15-169",A Phase II Clinical Trial of the Safety and Efficacy of the Addition of Ramucirumab to Nab-paclitaxel in Previously Treated Patients With Advanced Non-small Cell Lung Cancer (NSCLC),Oncology,"Oncology: Lung, Non-Small Cell",University of Pittsburgh Cancer Institute,Academic,"Adverse Events, Common Terminology Criteria for Adverse Events, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors, Safety and Tolerability","Complete response, EQ-5D-5L, Overall response rate, Overall survival, Partial response, Progressive disease rate, Response evaluation criteria in solid tumors, Stable Disease",True,NCT02730247,40407
2669,275970,"15-301, NCI-2016-00548, NCT02726399, TrialTroveID-275970","Phase II Study of Ramucirumab With Trastuzumab, Fluoropyrimidine, and Platinum in Patients With Metastatic HER2-Positive Gastroesophageal Junction and Gastric Cancer",Oncology,Oncology: Esophageal; Oncology: Gastric,Memorial Sloan-Kettering Cancer Center,Academic,"Disease Progression, Progression-free survival","Overall response rate, Progression-free survival, Response rate, Safety and Tolerability",True,NCT02726399,40407
2670,275101,"16-1016, 16329, 16-LIL-2, 47R/2015, EudraCT Number: 2015-004699-31, GI-234, I3O-MC-JSBF, IRAS ID: 200426, JSBF, NCI-2016-01171, NCT02711553, REec-2016-2349, TrialTroveID-275101","Randomized, Double-Blind, Phase II Study of Ramucirumab or Merestinib or Placebo Plus Cisplatin and Gemcitabine as First-Line Treatment in Patients With Advanced or Metastatic Biliary Tract Cancer",Oncology,Oncology: Liver; Oncology: Pancreas,Eli Lilly,"Industry, Top 20 Pharma","Disease Progression, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors","Clinical benefit rate, Cmin, Complete response, Disease Progression, EQ-5D-5L, Functional Assessment of Cancer Therapy-General, Functional Assessment of Cancer Therapy-Hepatobiliary Cancer, Overall response rate, Overall survival, Partial response, Plasma concentration, Progressive disease rate, Response evaluation criteria in solid tumors, Safety and Tolerability, Stable Disease, Treatment Emergent Adverse Events, Vital signs",True,NCT02711553,40407
2671,274069,"JapicCTI-153088, TrialTroveID-274069",A Phase II Study Of ABI-007 In Combination With Ramucirumab In Patients With Unresectable/Recurrent Gastric Cancer Refractory To Prior Chemotherapy Containing Fluoropyrimidines,Oncology,Oncology: Esophageal; Oncology: Gastric,Taiho Pharmaceutical,"Industry, all other pharma",Overall response rate,"Adverse Events, Clinical benefit rate, Overall survival, Progression-free survival, Quality of Life, Safety and Tolerability",False,,40407
2672,271940,"EudraCT Number: 2015-003118-26, NCT02661971, RAMSES, RAMSES/FLOT7, TrialTroveID-271940",Perioperative Ramucirumab in Combination With FLOT Versus FLOT Alone for resectable esophagogastric Adenocarcinoma - RAMSES - a Phase II/III Trial of the AIO,Oncology,Oncology: Esophageal; Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,"Complete response, Overall survival","Adverse Events, Complete response, Disease Progression, Mortality, Overall response rate, Overall survival, Progression-free survival, Recurrence, Resection rate, Response rate, Safety and Tolerability",True,NCT02661971,40407
2673,271877,"TrialTroveID-271877, UMIN000020579","An Open Label, Non-Randomized Phase I/II Study Of Ramucirumab In Combination With Nab-Paclitaxel As Second-Line Therapy In Patients With Advanced Gastric Cancer",Oncology,Oncology: Gastric,(Other Cooperative Group),Cooperative Group,"Dose-limiting toxicities, Overall response rate",,False,,40407
2674,270834,"ACTRN12616001187437, MatchMel, MIA2015/174, MIA-M-15-01, NCT02645149, TrialTroveID-270834",Molecular Profiling and Matched Targeted Therapy for Patients With Metastatic Melanoma,Oncology,Oncology: Melanoma,"(Other Cooperative Group), National Health and Medical Research Council  (NHMRC)","Cooperative Group, Government",,"Adverse Events, Common Terminology Criteria for Adverse Events, Complete response, Disease Progression, Duration of overall response, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors",True,NCT02645149,40407
2675,269629,"2015-11-110, KCT0003440, NCT02628951, TrialTroveID-269629",Phase II Ramucirumab/Paclitaxel as Second-line Treatment in Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma With Integrative Genomic Analysis,Oncology,Oncology: Esophageal; Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,"Overall response rate, Response evaluation criteria in solid tumors, Response rate","Overall response rate, Response rate",True,NCT02628951,40407
2676,266525,"16.1195, GI14-198, HCRN GI14-198, HCRN_GI14-198, NCI-2016-00206, NCT02581215, TrialTroveID-266525, TX7486, Winship3142-16","Phase II Randomized, Double-Blind Study of mFOLFIRINOX Plus Ramucirumab Versus mFOLFIRINOX Plus Placebo in Advanced Pancreatic Cancer Patients: Hoosier Cancer Research Network GI14-198",Oncology,Oncology: Pancreas,"Eli Lilly, Hoosier Cancer Research Network {Hoosier Oncology Group}","Industry, Top 20 Pharma, Cooperative Group","Progression-free survival, Response evaluation criteria in solid tumors","Adverse Events, Common Terminology Criteria for Adverse Events, Overall response rate, Overall survival, Response evaluation criteria in solid tumors, Response rate",True,NCT02581215,40407
2677,265435,"15542, AAAQ5801, ADVL1416, COG-ADVL1416, I4T-MC-JVDA, JVDA, NCI-2015-00744, NCT02564198, PHO-LILLY-CROOP-ADVL1416, TrialTroveID-265435","A Phase I Study Of Ramucirumab, a Human Monoclonal Antibody Against the Vascular Endothelial Growth Factor-2 (VEGFR-2) Receptor in Children With Refractory Solid Tumors, Including CNS Tumors",Oncology,"Oncology: CNS, Other; Oncology: Unspecified Solid Tumor","Eli Lilly, Children’s Oncology Group","Industry, Top 20 Pharma, Cooperative Group","Cmin, Maximum tolerated dose","Complete response, Disease Progression, Magnetic Resonance Imaging, Overall response rate, Partial response, Progressive disease rate, Stable Disease",True,NCT02564198,40407
2678,264094,"G-IRIRAM study, TrialTroveID-264094, UMIN000018606",Phase I study of Ramucirumab and Irinotecan For Metastatic Gastric Cancer Previously Treated With Fluoropyrimidine With/Without Platinum and Taxane.,Oncology,Oncology: Esophageal; Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,"Dose-limiting toxicities, Maximum tolerated dose, Safety and Tolerability","Overall response rate, Overall survival, Progression-free survival, Response rate, Safety and Tolerability",False,,40407
2679,263989,"15461, I4T-JE-JVCW, JapicCTI-153053, JVCW, NCT02539225, RAINSTORM, TrialTroveID-263989","A Randomized, Double-Blind, Placebo-Controlled Phase II Study of S-1 and Oxaliplatin With or Without Ramucirumab as First-line Therapy Followed by Paclitaxel With Ramucirumab as Second-line Therapy in Patients With Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma",Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma",Progression-free survival,"Adverse Events, Clinical benefit rate, Cmin, Disease Progression, Overall response rate, Overall survival, Progression-free survival, Safety and Tolerability",True,NCT02539225,40407
2680,262816,"2015-0393, NCI-2015-01442, NCT02520141, TrialTroveID-262816","A Phase II Study of Ramucirumab for Advanced, Pre-treated Biliary Cancers",Oncology,Oncology: Liver,"MD Anderson Cancer Center, University of Texas, National Institutes of Health/National Cancer Institute","Academic, Government","Disease Progression, Progression-free survival","Adverse Events, Clinical benefit rate, Common Terminology Criteria for Adverse Events, Complete response, Gene expression profiling, Overall response rate, Overall survival, Partial response, Progression-free survival, Response rate, Stable Disease",True,NCT02520141,40407
2681,262466,"15541, 15-545, EudraCT Number: 2014-005067-32, I4T-MC-JVCZ, JVCZ (S571), NCI-2016-00243, NCT02514551, TrialTroveID-262466","Randomized Phase II Trial Evaluating Alternative Ramucirumab Doses in Combination With Paclitaxel in Second-Line Metastatic or Locally Advanced, Unresectable Gastric or Gastroesophageal Junction Adenocarcinoma",Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma","Clinical benefit rate, Overall response rate, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Treatment Emergent Adverse Events, Vital signs","Clinical benefit rate, Cmin, Overall response rate, Partial response, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Stable Disease, Treatment Emergent Adverse Events, Vital signs",True,NCT02514551,40407
2682,257277,"15608, 2015-0256, EudraCT Number: 2014-003791-23, I4T-MC-JVDB, IRAS ID: 176779, JVBD Lilly, NCI-2015-01087, NCT02443883, TrialTroveID-257277",Randomized Phase II Trial Evaluating Pharmacokinetics and Safety of Four Ramucirumab Dosing Regimens in Second-Line Gastric or Gastroesophageal Junction Adenocarcinoma,Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma","Cmin, Common Terminology Criteria for Adverse Events, Response evaluation criteria in solid tumors, Safety and Tolerability, Treatment Emergent Adverse Events, Vital signs","Disease Progression, Overall response rate, Overall survival, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors",True,NCT02443883,40407
2683,256998,"15-287, 15755, 784, CTR20170561, EudraCT Number: 2014-005068-13, I4T-MC-JVDE, IRAS ID: 179483, JapicCTI-152971, JVDE, NCI-2016-00158, NCT02435433, REACH-2, TrialTroveID-256998, U1111-1165-1891, UW15-396","Randomized, Double-Blind, Placebo-Controlled, Phase III Study of Ramucirumab and Best Supportive Care (BSC) Versus Placebo and BSC as Second-Line Treatment in Patients With Hepatocellular Carcinoma and Elevated Baseline Alpha-Fetoprotein (AFP) Following First-Line Therapy With Sorafenib",Oncology,Oncology: Liver,Eli Lilly,"Industry, Top 20 Pharma","Overall survival, Safety and Tolerability","Anti-drug antibodies, Cmax, Cmin, Complete response, EQ-5D-5L, Infusion-related reactions, Nausea, Overall response rate, Overall survival, Partial response, Progression-free survival, Progressive disease rate, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Time to progression",True,NCT02435433,40407
2684,255401,"15679, 20150398, 20150428, DRKS00008825, EudraCT Number: 2014-003655-66, GUTJVDC, I4t-MC-JVDC, I4T-MC-JVDC, IRAS ID:  176881, JapicCTI-153032, JVDC Study, NCI-2015-02085, NCT02426125, NL52931.028.15, RANGE, REec-2015-1516, TrialTroveID-255401","A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of Ramucirumab Plus Docetaxel Versus Placebo Plus Docetaxel in Patients with Locally Advanced or Unresectable or Metastatic Urothelial Carcinoma who Progressed on or After Platinum-Based Therapy",Oncology,Oncology: Bladder; Oncology: Renal,Eli Lilly,"Industry, Top 20 Pharma","Disease Progression, Progression-free survival","Clinical benefit rate, Cmin, Complete response, Disease Progression, Duration of overall response, EORTC Quality of Life Questionnaire, EQ-5D-5L, EQ-5D, Overall response rate - duration, Overall response rate, Overall survival, Partial response, Progression-free survival, Quality of Life, Safety and Tolerability",True,NCT02426125,40407
2685,255146,"136971, 15540, 257134, EudraCT Number: 2014-004824-22, H00007990, I4T-MC-JVCY, IMC-1121B, IRAS ID: 172859, JapicCTI-152939, JVCY, NCI-2016-00365, NCT02411448, RECF2948, REec-2015-1504, RELAY, RELAY Study, RELAY+, TrialTroveID-255146","A Multicenter, Randomized, Double-Blind Study of Erlotinib in Combination with Ramucirumab or Placebo in Previously Untreated Patients with EGFR Mutation-Positive Metastatic Non-Small Cell Lung Cancer",Oncology,"Oncology: Lung, Non-Small Cell",Eli Lilly,"Industry, Top 20 Pharma","Adverse Events, Dose-limiting toxicities, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events, Treatment Emergent Adverse Events","Adverse Events, Appetite, Circulating Tumor Cells, Clinical benefit rate, Cmax, Cmin, Complete response, Disease Progression, Duration of overall response, EQ-5D-5L, EQ-5D, Overall response rate - duration, Overall response rate, Overall survival, Partial response, Progression-free survival, Progressive disease rate, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Stable Disease, Time to progression, Visual Analog Scale",True,NCT02411448,40407
2686,251921,"15532, I4T-JE-JVCX, JapicCTI-152816, NCT02359058, TrialTroveID-251921",Phase Ib Study of Ramucirumab in Combination with Fluoropyrimidines and Platinum-Based Agents in Japanese Patients with Metastatic Gastric/Gastroesophageal Junction Adenocarcinoma,Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma","Adverse Events, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events","Cmax, Cmin, Complete response, Overall response rate, Partial response, Response evaluation criteria in solid tumors, Safety and Tolerability",True,NCT02359058,40407
2687,250370,"1507016120, 15787, 20151222, EudraCT Number: 2015-001473-40, I4T-MC-JVDF, IRAS ID 183773, JVDF, KEYNOTE -098, KEYNOTE-098, MULTI 04, NCI-2015-01802, NCT02443324, TrialTroveID-250370","An Open-Label, Multicenter, Phase I Study of Ramucirumab Plus Pembrolizumab in Patients With Locally Advanced and Unresectable or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma, Non-Small Cell Lung Cancer, Transitional Cell Carcinoma of the Urothelium, or Biliary Tract Cancer",Oncology,"Oncology: Bladder; Oncology: Esophageal; Oncology: Gastric; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Renal","Eli Lilly, Merck & Co./Merck Sharp & Dohme (MSD)","Industry, Top 20 Pharma, Industry, Top 20 Pharma","Dose-limiting toxicities, Safety and Tolerability, Safety and Tolerability","Clinical benefit rate, Cmin, Complete response, Disease Progression, Duration of overall response, Overall response rate - time, Overall response rate, Overall survival, Partial response, Progression-free survival, Stable Disease, Time to response",True,NCT02443324,40407
2688,248786,"i2134, NCT02317991, SCRI GI 201, TrialTroveID-248786",Phase II Study of Nab-Paclitaxel and Ramucirumab for the Second-line Treatment of Patients With Metastatic Gastroesophageal Cancer,Oncology,Oncology: Esophageal; Oncology: Gastric,Bristol-Myers Squibb/Celgene,"Industry, Top 20 Pharma","Disease Progression, Progression-free survival, Response evaluation criteria in solid tumors","Adverse Events, Common Terminology Criteria for Adverse Events, Complete response, Disease Progression, Overall response rate, Overall survival, Partial response, Response evaluation criteria in solid tumors, Response rate, Safety and Tolerability, Safety and Tolerability, Time to progression",True,NCT02317991,40407
2689,222571,"15-1002, 15372, EudraCT Number: 2014-002240-40, GITRAINFAL, I4T-MC-JVCU, IRAS ID: 171812, JapicCTI-152827, JVCU, NCI-2015-00221, NCT02314117, NL51761.028.14, RAINFALL, REec-2015-1513, TrialTroveID-222571","A Randomized, Double-Blind, Placebo-Controlled Phase III Study of Capecitabine and Cisplatin With or Without Ramucirumab as First-line Therapy in Patients With Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma (RAINFALL)",Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma","Disease Progression, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors","Anti-drug antibodies, Clinical benefit rate, Cmax, Cmin, Complete response, Disease Progression, Duration of overall response, EORTC Quality of Life Questionnaire, EQ-5D-5L, EQ-5D, Global health status, Overall response rate, Overall survival, Partial response, Progression-free survival, Progressive disease rate, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Stable Disease, Time to progression, Visual Analog Scale",True,NCT02314117,40407
2690,222118,"15263, I4T-FR-JVCS, NCT02307812, TrialTroveID-222118",Ramucirumab Use in Combination With Paclitaxel in Gastric or Gastroesophageal Junction Adenocarcinoma; Temporary Authorization for Use (ATU) in France,Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma",,,True,NCT02307812,40407
2691,203293,"15233, I4T-CR-JVCQ, NCT02069041, TrialTroveID-203293",Phase Ib Study of 5-FU/FA and Oxaliplatin (FOLFOX4) Plus Ramucirumab (LY3009806) in Patients With Advanced Hepatocellular Carcinoma,Oncology,Oncology: Liver,Eli Lilly,"Industry, Top 20 Pharma",Serious Adverse Events,"Area under the curve score, Cmax, Disease Progression, Overall response rate",True,NCT02069041,40407
